Running 2m test @ http://ip-172-31-4-87.us-east-2.compute.internal:8080
  4 threads and 96 connections
  Thread calibration: mean lat.: 6.284ms, rate sampling interval: 15ms
  Thread calibration: mean lat.: 6.483ms, rate sampling interval: 15ms
  Thread calibration: mean lat.: 6.458ms, rate sampling interval: 15ms
  Thread calibration: mean lat.: 6.205ms, rate sampling interval: 14ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     7.04ms    1.04ms  22.72ms   69.23%
    Req/Sec   828.35    141.29     1.31k    69.39%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    6.98ms
 75.000%    7.70ms
 90.000%    8.33ms
 99.000%    9.77ms
 99.900%   12.51ms
 99.990%   16.72ms
 99.999%   20.00ms
100.000%   22.74ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       4.299     0.000000            1         1.00
       5.759     0.100000        45067         1.11
       6.139     0.200000        89720         1.25
       6.439     0.300000       134290         1.43
       6.715     0.400000       179675         1.67
       6.983     0.500000       224416         2.00
       7.115     0.550000       246255         2.22
       7.255     0.600000       268885         2.50
       7.395     0.650000       291022         2.86
       7.547     0.700000       313861         3.33
       7.703     0.750000       335961         4.00
       7.787     0.775000       346920         4.44
       7.879     0.800000       358438         5.00
       7.975     0.825000       369582         5.71
       8.079     0.850000       380768         6.67
       8.191     0.875000       391763         8.00
       8.255     0.887500       397390         8.89
       8.327     0.900000       403197        10.00
       8.407     0.912500       409064        11.43
       8.487     0.925000       414378        13.33
       8.583     0.937500       419949        16.00
       8.639     0.943750       422694        17.78
       8.703     0.950000       425520        20.00
       8.767     0.956250       428030        22.86
       8.855     0.962500       430960        26.67
       8.951     0.968750       433640        32.00
       9.015     0.971875       435143        35.56
       9.087     0.975000       436573        40.00
       9.159     0.978125       437884        45.71
       9.255     0.981250       439283        53.33
       9.375     0.984375       440701        64.00
       9.447     0.985938       441348        71.11
       9.543     0.987500       442019        80.00
       9.671     0.989062       442739        91.43
       9.847     0.990625       443441       106.67
      10.079     0.992188       444116       128.00
      10.247     0.992969       444467       142.22
      10.439     0.993750       444815       160.00
      10.671     0.994531       445168       182.86
      10.903     0.995313       445513       213.33
      11.151     0.996094       445871       256.00
      11.287     0.996484       446039       284.44
      11.407     0.996875       446210       320.00
      11.551     0.997266       446389       365.71
      11.711     0.997656       446562       426.67
      11.895     0.998047       446736       512.00
      11.991     0.998242       446825       568.89
      12.103     0.998437       446918       640.00
      12.223     0.998633       447000       731.43
      12.375     0.998828       447088       853.33
      12.535     0.999023       447172      1024.00
      12.631     0.999121       447215      1137.78
      12.719     0.999219       447259      1280.00
      12.879     0.999316       447305      1462.86
      12.991     0.999414       447350      1706.67
      13.175     0.999512       447392      2048.00
      13.319     0.999561       447412      2275.56
      13.503     0.999609       447435      2560.00
      13.767     0.999658       447456      2925.71
      14.063     0.999707       447477      3413.33
      14.655     0.999756       447499      4096.00
      14.983     0.999780       447510      4551.11
      15.279     0.999805       447521      5120.00
      15.527     0.999829       447532      5851.43
      15.847     0.999854       447543      6826.67
      16.287     0.999878       447554      8192.00
      16.479     0.999890       447559      9102.22
      16.911     0.999902       447565     10240.00
      17.071     0.999915       447570     11702.86
      17.327     0.999927       447576     13653.33
      17.679     0.999939       447581     16384.00
      17.807     0.999945       447584     18204.44
      17.983     0.999951       447587     20480.00
      18.111     0.999957       447590     23405.71
      18.175     0.999963       447592     27306.67
      18.351     0.999969       447595     32768.00
      18.927     0.999973       447596     36408.89
      19.199     0.999976       447598     40960.00
      19.407     0.999979       447600     46811.43
      19.407     0.999982       447600     54613.33
      19.471     0.999985       447602     65536.00
      19.471     0.999986       447602     72817.78
      19.711     0.999988       447603     81920.00
      19.999     0.999989       447604     93622.86
      19.999     0.999991       447604    109226.67
      20.511     0.999992       447605    131072.00
      20.511     0.999993       447605    145635.56
      21.183     0.999994       447606    163840.00
      21.183     0.999995       447606    187245.71
      21.183     0.999995       447606    218453.33
      22.527     0.999996       447607    262144.00
      22.527     0.999997       447607    291271.11
      22.527     0.999997       447607    327680.00
      22.527     0.999997       447607    374491.43
      22.527     0.999998       447607    436906.67
      22.735     0.999998       447608    524288.00
      22.735     1.000000       447608          inf
#[Mean    =        7.037, StdDeviation   =        1.044]
#[Max     =       22.720, Total count    =       447608]
#[Buckets =           27, SubBuckets     =         2048]
